title,genre,runtime,release,domestic
Ben-Hur,Historical Epic,3 hrs. 32 min.,"November 18, 1959","$74,000,000"
Ben-Hur (1925),Unknown,2 hrs. 23 min.,"December 30, 1925",Unknown
Ben-Hur (2016),Historical Epic,2 hrs. 3 min.,"August 19, 2016","$26,410,477"
The Benchwarmers,Sports Comedy,1 hrs. 30 min.,"April 7, 2006","$59,843,754"
Bend It Like Beckham,Sports Comedy,1 hrs. 52 min.,"March 12, 2003","$32,543,449"
Benda Bilili!,Foreign,1 hrs. 24 min.,"September 30, 2011","$13,420"
Beneath the Darkness,Horror,1 hrs. 36 min.,"January 6, 2012",Unknown
Beneath the Harvest Sky,Drama,1 hrs. 56 min.,"April 25, 2014","$34,768"
Beneath the Planet of the Apes,Sci-Fi Adventure,1 hrs. 35 min.,"May 27, 1970","$18,999,718"
The Benefactor,Drama,1 hrs. 32 min.,"January 15, 2016",Unknown
Benjamin Smoke,Documentary,1 hrs. 12 min.,"July 21, 2000","$37,111"
Benji,Family,1 hrs. 26 min.,"October 25, 1974","$39,552,000"
Benji Off the Leash,Family Adventure,1 hrs. 37 min.,"August 20, 2004","$3,817,362"
Benji the Hunted,Family Adventure,1 hrs. 28 min.,"June 5, 1987","$22,257,624"
Benny and Joon,Romantic Comedy,1 hrs. 38 min.,"April 16, 1993","$23,261,580"
Bent,Unknown,1 hrs. 48 min.,"November 26, 1997","$496,059"
Beowulf,Animation,1 hrs. 53 min.,"November 16, 2007","$82,280,579"
Beowulf & Grendel,Period Adventure,1 hrs. 43 min.,"June 16, 2006","$68,820"
Berberian Sound Studio,Horror Thriller,1 hrs. 32 min.,"June 14, 2013","$38,493"
Bereavement,Horror,1 hrs. 43 min.,"March 4, 2011","$43,712"
Berkeley,Drama,1 hrs. 27 min.,"October 12, 2007","$3,770"
The Berlin File,Foreign / Action,2 hrs. 0 min.,"February 15, 2013","$665,210"
Berlin Syndrome,Thriller,1 hrs. 56 min.,"May 26, 2017",Unknown
Bernie,Comedy / Drama,1 hrs. 44 min.,"April 27, 2012","$9,206,470"
"Bert Rigby, You're a Fool",Unknown,1 hrs. 34 min.,"February 24, 1989","$75,868"
Bert Stern:Original Mad Man,Documentary,1 hrs. 29 min.,"April 5, 2013","$34,005"
Besharam,Foreign,2 hrs. 25 min.,"October 2, 2013","$679,866"
Besieged,Romance,1 hrs. 32 min.,"May 21, 1999","$2,048,740"
Besotted,Unknown,1 hrs. 32 min.,"November 1, 2002","$1,379"
Best and Most Beautiful Things,Documentary,1 hrs. 31 min.,"December 2, 2016","$3,016"
Best Defense,Comedy,1 hrs. 34 min.,"July 20, 1984","$19,265,302"
The Best Democracy Money Can Buy:A Tale of Billionaires & Ballot Bandits,Documentary,1 hrs. 54 min.,"September 23, 2016","$29,500"
The Best Exotic Marigold Hotel,Comedy / Drama,1 hrs. 58 min.,"May 4, 2012","$46,412,041"
Best Foot Forward,Musical,1 hrs. 34 min.,"June 29, 1943",Unknown
Best Friends,Romantic Comedy,1 hrs. 49 min.,"December 17, 1982","$36,821,203"
Best in Show,Comedy,1 hrs. 30 min.,"September 29, 2000","$18,715,392"
The Best Intentions,Foreign,3 hrs. 0 min.,"July 10, 1992","$1,253,106"
Best Kept Secret,Documentary,1 hrs. 25 min.,"September 6, 2013",Unknown
Best Laid Plans,Unknown,1 hrs. 32 min.,"September 10, 1999","$27,816"
The Best Little Whorehouse in Texas,Musical,1 hrs. 54 min.,"July 23, 1982","$69,701,637"
The Best Man,Comedy / Drama,2 hrs. 1 min.,"October 22, 1999","$34,102,780"
Best Man Down,Comedy / Drama,1 hrs. 27 min.,"November 8, 2013",Unknown
The Best Man Holiday,Comedy / Drama,2 hrs. 2 min.,"November 15, 2013","$70,525,195"
Best Man in Grass Creek,Romantic Comedy,1 hrs. 28 min.,"April 20, 2001","$81,760"
The Best Man Wedding,Comedy,N/A,2017,Unknown
Best Night Ever,Comedy,1 hrs. 22 min.,"January 31, 2014",Unknown
Best of Enemies,Documentary,1 hrs. 27 min.,"July 31, 2015","$892,802"
Best of International Tournee Animation,Animation,N/A,"August 5, 1994","$40,340"
The Best of Me,Romance,1 hrs. 57 min.,"October 17, 2014","$26,766,213"
Best of the Best,Action,1 hrs. 37 min.,"November 10, 1989","$1,700,000"
Best of the Best II,Action,1 hrs. 41 min.,"March 5, 1993","$6,608,687"
The Best of Times,Unknown,1 hrs. 44 min.,"January 31, 1986","$7,790,931"
The Best of Youth,Foreign,6 hrs. 6 min.,"March 2, 2005","$274,024"
The Best Offer,Crime Drama,2 hrs. 11 min.,"January 3, 2014","$100,035"
Best Seller,Unknown,1 hrs. 35 min.,"September 25, 1987","$4,278,150"
The Best Two Years,Comedy,1 hrs. 49 min.,"February 20, 2004","$1,163,450"
Best Worst Movie,Documentary,1 hrs. 33 min.,"April 23, 2010","$109,895"
Best Worst Thing That Ever Could Have Happened,Documentary,1 hrs. 35 min.,"November 18, 2016","$106,986"
The Best Years of Our Lives,Drama,2 hrs. 52 min.,"November 21, 1946","$23,650,000"
Bestiaire,Documentary,1 hrs. 12 min.,"October 19, 2012",Unknown
Beta Test,Sci-Fi Action,1 hrs. 28 min.,"July 22, 2016","$10,104"
Bethlehem,Foreign,1 hrs. 39 min.,"March 7, 2014","$201,700"
The Betrayal,Documentary,1 hrs. 36 min.,"November 21, 2008","$41,271"
Betrayal,Unknown,1 hrs. 35 min.,"February 18, 1983",Unknown
Betrayed,Romantic Thriller,2 hrs. 7 min.,"August 26, 1988","$25,816,139"
Betsy's Wedding,Comedy,1 hrs. 46 min.,"June 22, 1990","$19,740,070"
The Better Angels,Drama,1 hrs. 35 min.,"November 7, 2014","$70,918"
A Better Life,Drama,1 hrs. 37 min.,"June 24, 2011","$1,759,252"
Better Living,Comedy,1 hrs. 35 min.,"August 4, 2000","$2,147"
Better Living Through Chemistry,Comedy,1 hrs. 31 min.,"March 14, 2014","$75,143"
Better Living Through Circuitry,Documentary,1 hrs. 25 min.,"May 26, 2000","$82,378"
Better Luck Tomorrow,Crime Drama,1 hrs. 38 min.,"April 11, 2003","$3,802,390"
Better Mus' Come,Crime Drama,1 hrs. 44 min.,"March 15, 2013","$9,318"
Better Off Dead,Unknown,1 hrs. 37 min.,"August 23, 1985","$10,297,601"
Better Than Chocolate,Romantic Comedy,1 hrs. 42 min.,"August 13, 1999","$2,015,406"
Better Than Sex,Unknown,1 hrs. 24 min.,"October 26, 2001",Unknown
Better Than Something:Jay Reatard,Documentary,1 hrs. 29 min.,"March 2, 2012",Unknown
Bettie Page Reveals All,Documentary,1 hrs. 30 min.,"November 22, 2013","$108,118"
Betty,Foreign,1 hrs. 45 min.,"August 20, 1993","$58,099"
Betty Blue,Foreign,2 hrs. 0 min.,"November 7, 1986","$2,003,822"
Betty Blue:The Director's Cut,Foreign,3 hrs. 5 min.,"June 12, 2009","$13,029"
Between Love & Goodbye,Drama,1 hrs. 36 min.,"January 30, 2009","$18,480"
Between Us,Comedy / Drama,1 hrs. 30 min.,"June 14, 2013","$4,380"
The Beverly Hillbillies,Comedy,1 hrs. 32 min.,"October 15, 1993","$44,029,386"
Beverly Hills Brats,Comedy,1 hrs. 30 min.,"October 6, 1989","$192,561"
Beverly Hills Chihuahua,Family Comedy,1 hrs. 25 min.,"October 3, 2008","$94,514,402"
Beverly Hills Chihuahua 2,Family Comedy,N/A,2010,Unknown
Beverly Hills Cop,Action Comedy,1 hrs. 45 min.,"December 5, 1984","$234,760,478"
Beverly Hills Cop (2016),Action Comedy,N/A,TBD,Unknown
Beverly Hills Cop II,Action Comedy,1 hrs. 43 min.,"May 20, 1987","$153,665,036"
Beverly Hills Cop III,Action Comedy,1 hrs. 45 min.,"May 25, 1994","$42,614,912"
Beverly Hills Ninja,Action Comedy,1 hrs. 29 min.,"January 17, 1997","$31,480,418"
Bewaafa,Foreign,2 hrs. 29 min.,"February 25, 2005","$670,076"
Beware of Mr. Baker,Documentary,1 hrs. 40 min.,"November 28, 2012","$116,476"
Bewitched,Romantic Comedy,1 hrs. 30 min.,"June 24, 2005","$63,313,159"
The Beyond (re-issue),Unknown,1 hrs. 27 min.,"June 12, 1998","$123,843"
Beyond a Reasonable Doubt,Thriller,1 hrs. 45 min.,"September 11, 2009","$32,917"
Beyond Barbed Wire,Documentary,1 hrs. 28 min.,"July 18, 1997","$3,109"
Beyond Beautiful,Unknown,N/A,"January 8, 1999",Unknown
Beyond Borders,Romance,2 hrs. 7 min.,"October 24, 2003","$4,430,101"
Beyond Hatred,Documentary,1 hrs. 26 min.,"June 15, 2007",$949
Beyond Honor,Drama,1 hrs. 41 min.,"March 17, 2006","$6,437"
Beyond Outrage,Foreign,1 hrs. 50 min.,"January 3, 2014","$3,878"
Beyond Rangoon,Drama / Thriller,1 hrs. 40 min.,"August 25, 1995","$5,750,110"
Beyond Sight:The Derek Rabelo Story,Documentary,1 hrs. 34 min.,"March 7, 2014","$101,074"
Beyond Silence,Foreign,1 hrs. 49 min.,"June 5, 1998","$181,881"
Beyond the Black Rainbow,Sci-Fi,1 hrs. 50 min.,"May 18, 2012","$56,491"
Beyond the Clouds,Unknown,1 hrs. 55 min.,"December 1, 1999","$31,738"
Beyond the Farthest Star,Drama,1 hrs. 59 min.,"October 18, 2013",Unknown
Beyond the Gates,Drama,1 hrs. 55 min.,"March 9, 2007","$40,848"
Beyond the Gates (2004),Documentary,1 hrs. 52 min.,"November 5, 2004",Unknown
Beyond the Hills,Foreign,2 hrs. 32 min.,"March 8, 2013","$124,919"
Beyond the Lights,Drama,1 hrs. 56 min.,"November 14, 2014","$14,618,727"
Beyond the Limit,Unknown,1 hrs. 43 min.,"September 30, 1983","$5,997,566"
Beyond the Mask,Action Drama,1 hrs. 58 min.,"April 6, 2015","$1,236,094"
Beyond the Mat,Documentary,1 hrs. 43 min.,"October 22, 1999","$2,053,648"
Beyond the Reach,Drama,1 hrs. 31 min.,"April 17, 2015","$45,895"
Beyond the Reef,Unknown,N/A,"April 24, 1981","$547,525"
Beyond the Sea,Musical,1 hrs. 58 min.,"December 17, 2004","$6,318,709"
Beyond Therapy,Unknown,1 hrs. 33 min.,"February 27, 1987","$790,000"
Beyond Valkyrie:Dawn of the Fourth Reich,Action,1 hrs. 40 min.,"August 12, 2016",Unknown
Beyond Vanilla,Documentary,1 hrs. 32 min.,"May 16, 2003","$27,396"
Dunkirk,Action Thriller,1 hrs. 46 min.,"July 21, 2017",Unknown
The BFG,Adventure,1 hrs. 57 min.,"July 1, 2016","$55,483,770"
Bhaag Milkha Bhaag,Foreign,2 hrs. 20 min.,"July 12, 2013","$1,636,731"
Bhagam Bhag,Foreign,2 hrs. 37 min.,"December 22, 2006","$789,963"
Bhaji on the Beach,Unknown,N/A,September 1994,"$734,634"
Bhool Bhulaiyaa,Foreign,N/A,"October 12, 2007","$1,097,797"
Bhoot,Unknown,1 hrs. 53 min.,"May 30, 2003",Unknown
Bhoothnath,Foreign,2 hrs. 16 min.,"May 9, 2008","$476,032"
Bhopal:A Prayer for Rain,Drama,1 hrs. 36 min.,"November 7, 2014","$12,628"
Bhutto,Documentary,1 hrs. 51 min.,"December 3, 2010","$100,202"
Bicentennial Man,Sci-Fi,2 hrs. 11 min.,"December 17, 1999","$58,223,861"
The Bicycle Thief,Foreign,1 hrs. 33 min.,"December 12, 1949",Unknown
The Bicycle Thief (1998 re-issue),Foreign,1 hrs. 33 min.,"October 2, 1998","$334,293"
The Bicycle Thief (2009 re-issue),Foreign,1 hrs. 33 min.,"October 31, 2009","$36,818"
Bicycling with Moliere,Foreign,1 hrs. 44 min.,"April 23, 2014","$59,874"
Bidder 70,Documentary,1 hrs. 13 min.,"May 17, 2013","$5,074"
Bienvenue chez les Ch'tis,Comedy,1 hrs. 46 min.,N/A,Unknown
Big,Fantasy Comedy,1 hrs. 44 min.,"June 3, 1988","$114,968,774"
Big Ain't Bad,Unknown,1 hrs. 58 min.,"April 16, 2004",Unknown
The Big Animal,Comedy,1 hrs. 10 min.,"February 20, 2004",Unknown
Big Ass Spider!,Horror Comedy,1 hrs. 25 min.,"October 18, 2013",Unknown
Big Bad Love,Unknown,2 hrs. 0 min.,"February 22, 2002","$104,294"
Big Bad Wolves,Foreign,1 hrs. 50 min.,"January 17, 2014",Unknown
The Big Blue,Unknown,1 hrs. 59 min.,"August 19, 1988","$3,500,000"
The Big Blue (Director's Cut),Unknown,2 hrs. 48 min.,"July 14, 2000","$80,882"
The Big Bounce,Crime Comedy,1 hrs. 48 min.,"January 30, 2004","$6,489,476"
The Big Brawl,Period Action,1 hrs. 35 min.,"August 29, 1980","$8,527,743"
Big Bully,Family Comedy,1 hrs. 30 min.,"January 26, 1996","$2,042,530"
The Big Bus,Unknown,1 hrs. 28 min.,"June 23, 1976","$3,540,307"
Big Business,Comedy,1 hrs. 37 min.,"June 10, 1988","$40,150,487"
The Big Chill,Drama,2 hrs. 41 min.,"September 30, 1983","$56,342,711"
The Big Chill (re-issue),Unknown,1 hrs. 46 min.,"November 6, 1998",Unknown
The Big Country,Western,2 hrs. 47 min.,"October 1, 1958",Unknown
The Big Cube,Drama / Thriller,1 hrs. 38 min.,"April 30, 1969",Unknown
Big Daddy,Comedy,1 hrs. 33 min.,"June 25, 1999","$163,479,795"
The Big Easy,Romantic Thriller,1 hrs. 40 min.,"August 21, 1987","$17,685,307"
Big Eden,Unknown,1 hrs. 48 min.,"June 1, 2001","$512,451"
Big Eyes,Drama,1 hrs. 46 min.,"December 25, 2014","$14,482,031"
Big Fan,Comedy / Drama,1 hrs. 26 min.,"August 28, 2009","$234,540"
Big Fat Liar,Family Comedy,1 hrs. 27 min.,"February 8, 2002","$48,360,547"
Big Fish,Fantasy Drama,2 hrs. 5 min.,"December 10, 2003","$66,809,693"
The Big Fix,Comedy Thriller,1 hrs. 48 min.,"October 1, 1978","$13,062,708"
Big Game,Action Thriller,1 hrs. 50 min.,"June 26, 2015","$24,572"
The Big Gay Musical,Musical,1 hrs. 30 min.,"September 11, 2009","$24,140"
Big Girls Don't Cry,Foreign,1 hrs. 32 min.,"September 3, 2004","$1,238"
Big Girls Don't Cry... They Get Even,Unknown,1 hrs. 36 min.,"May 8, 1992","$271,327"
The Big Green,Family Comedy,1 hrs. 40 min.,"September 29, 1995","$17,736,619"
Big Hero 6,Animation,1 hrs. 48 min.,"November 7, 2014","$222,527,828"
The Big Hit,Action Comedy,1 hrs. 31 min.,"April 24, 1998","$27,007,143"
Big Jake,Western,1 hrs. 50 min.,"May 26, 1971",Unknown
Big Jim McLain,Action Drama,1 hrs. 30 min.,"August 30, 1952",Unknown
The Big Kahuna,Drama,1 hrs. 30 min.,"April 28, 2000","$3,165,544"
The Big Lebowski,Crime Comedy,1 hrs. 57 min.,"March 6, 1998","$17,451,873"
Big Man Japan,Foreign,1 hrs. 53 min.,"May 15, 2009","$40,796"
Big Men,Documentary,1 hrs. 39 min.,"March 14, 2014","$56,286"
Big Miracle,Drama,2 hrs. 3 min.,"February 3, 2012","$20,157,300"
Big Momma's House,Action Comedy,1 hrs. 38 min.,"June 2, 2000","$117,559,438"
Big Momma's House 2,Action Comedy,1 hrs. 39 min.,"January 27, 2006","$70,165,972"
"Big Mommas:Like Father, Like Son",Action Comedy,1 hrs. 47 min.,"February 18, 2011","$37,915,414"
Big Muddy,Crime,1 hrs. 44 min.,"January 23, 2015",$881
Big Night,Comedy / Drama,1 hrs. 47 min.,"September 20, 1996","$12,008,376"
The Big One,Documentary,1 hrs. 30 min.,"April 10, 1998","$720,074"
The Big Picture,Unknown,1 hrs. 42 min.,"September 15, 1989","$117,463"
The Big Picture (2012),Foreign,N/A,"October 12, 2012","$158,411"
The Big Question,Documentary,1 hrs. 33 min.,"March 17, 2006","$2,248"
The Big Red One,Unknown,1 hrs. 13 min.,"July 18, 1980","$7,206,220"
The Big Short,Drama,2 hrs. 10 min.,"December 11, 2015","$70,259,870"
Big Shot's Funeral,Unknown,1 hrs. 40 min.,"January 17, 2003",$820
Big Shots,Unknown,1 hrs. 34 min.,"October 2, 1987","$3,390,043"
The Big Sick,Romantic Comedy,2 hrs. 0 min.,"June 23, 2017",Unknown
Big Significant Things,Comedy / Drama,1 hrs. 25 min.,"July 24, 2015",Unknown
The Big Sleep,Crime Thriller,1 hrs. 54 min.,"August 31, 1946",Unknown
The Big Stampede,Western,0 hrs. 54 min.,"October 8, 1932",Unknown
Big Stan,Comedy,1 hrs. 48 min.,N/A,Unknown
Big Star:Nothing Can Hurt Me,Documentary,1 hrs. 53 min.,"July 3, 2013",Unknown
Big Stone Gap,Romantic Comedy,1 hrs. 43 min.,"October 9, 2015","$1,009,301"
The Big Street,Drama,1 hrs. 28 min.,"August 13, 1942",Unknown
Big Sur,Drama,1 hrs. 21 min.,"November 1, 2013","$37,466"
The Big Tease,Unknown,1 hrs. 28 min.,"January 28, 2000","$187,152"
Big Top Pee-Wee,Family Comedy,1 hrs. 22 min.,"July 22, 1988","$15,122,324"
The Big Town,Unknown,1 hrs. 50 min.,"September 25, 1987","$1,733,017"
The Big Trail,Western,2 hrs. 5 min.,"November 1, 1930",Unknown
Big Trouble,Comedy,1 hrs. 25 min.,"April 5, 2002","$7,267,307"
Big Trouble in Little China,Unknown,1 hrs. 39 min.,"July 4, 1986","$11,100,000"
The Big Wedding,Romantic Comedy,1 hrs. 29 min.,"April 26, 2013","$21,819,348"
The Big White,Crime Comedy,1 hrs. 40 min.,N/A,Unknown
Big Words,Drama,1 hrs. 34 min.,"July 19, 2013",Unknown
The Big Year,Comedy,1 hrs. 40 min.,"October 14, 2011","$7,204,138"
A Bigger Splash,Crime Drama,2 hrs. 4 min.,"May 4, 2016","$2,024,099"
Bigger Than the Sky,Comedy,1 hrs. 46 min.,"February 18, 2005","$21,398"
"Bigger, Stronger, Faster*",Documentary,1 hrs. 45 min.,"May 30, 2008","$308,575"
Biggie and Tupac,Documentary,1 hrs. 47 min.,"September 20, 2002","$94,874"
Biker Boyz,Action / Crime,1 hrs. 51 min.,"January 31, 2003","$22,076,772"
Bikes vs Cars,Documentary,1 hrs. 30 min.,"December 4, 2015",Unknown
Bikini Beach,Musical,1 hrs. 39 min.,"July 22, 1964",Unknown
Bill & Ted's Excellent Adventure,Sci-Fi Comedy,1 hrs. 30 min.,"February 17, 1989","$40,485,039"
Bill (2015),Unknown,N/A,TBD,Unknown
Bill and Ted's Bogus Journey,Comedy,1 hrs. 38 min.,"July 19, 1991","$38,037,513"
Bill Cunningham New York,Documentary,1 hrs. 24 min.,"March 16, 2011","$1,510,026"
A Bill of Divorcement,Drama,1 hrs. 10 min.,"September 30, 1932",Unknown
Bill W.,Documentary,1 hrs. 44 min.,"May 18, 2012",Unknown
Billabong Odyssey,Documentary,1 hrs. 28 min.,"November 7, 2003","$156,000"
Billu,Foreign,N/A,"February 13, 2009","$754,928"
Billy and Buddy,Foreign,1 hrs. 22 min.,"November 8, 2013",$894
Billy Bathgate,Crime Drama,1 hrs. 47 min.,"November 1, 1991","$15,565,363"
Billy Budd,Adventure,1 hrs. 59 min.,"November 12, 1962",Unknown
Billy Elliot,Music Drama,1 hrs. 30 min.,"October 13, 2000","$21,995,263"
Billy Lynn's Long Halftime Walk,War,1 hrs. 50 min.,"November 11, 2016","$1,738,477"
Billy Madison,Comedy,1 hrs. 28 min.,"February 10, 1995","$25,588,734"
Billy the Kid,Documentary,1 hrs. 24 min.,"December 5, 2007","$52,823"
Billy's Hollywood Screen Kiss,Romantic Comedy,1 hrs. 32 min.,"July 24, 1998","$2,070,399"
Billy:The Early Years of Billy Graham,Drama,1 hrs. 29 min.,"October 10, 2008","$347,328"
Biloxi Blues,Comedy / Drama,1 hrs. 47 min.,"March 25, 1988","$43,184,798"
Bin Roye,Unknown,N/A,TBD,Unknown
Bingo,Family Comedy,1 hrs. 29 min.,"August 9, 1991","$8,667,684"
Bio-Dome,Comedy,1 hrs. 35 min.,"January 12, 1996","$13,427,615"
Bird,Unknown,2 hrs. 40 min.,"September 30, 1988","$2,181,286"
Bird of Prey,Crime Thriller,1 hrs. 45 min.,"October 4, 1996","$3,652"
A Bird of the Air,Romantic Comedy,1 hrs. 38 min.,"September 23, 2011","$10,152"
Bird on a Wire,Romantic Comedy,1 hrs. 50 min.,"May 18, 1990","$70,978,012"
Bird People,Romance,2 hrs. 8 min.,"September 12, 2014","$32,111"
The Birdcage,Comedy,1 hrs. 57 min.,"March 8, 1996","$124,060,553"
A Birder's Guide to Everything,Comedy,1 hrs. 26 min.,"March 21, 2014","$48,713"
Birdman,Comedy / Drama,1 hrs. 59 min.,"October 17, 2014","$42,340,598"
The Birds,Horror Thriller,2 hrs. 0 min.,"March 28, 1963",Unknown
Birdy,Unknown,2 hrs. 0 min.,"December 21, 1984","$1,455,045"
Birth,Fantasy Drama,1 hrs. 40 min.,"October 29, 2004","$5,095,038"
The Birth of a Nation,Drama,1 hrs. 50 min.,"October 7, 2016","$15,861,566"
Birth of the Dragon,Action,N/A,"August 25, 2017",Unknown
Birth of the Living Dead,Documentary,1 hrs. 16 min.,"October 18, 2013","$9,802"
Birthday Girl,Crime,1 hrs. 40 min.,"February 1, 2002","$5,142,576"
Birthright:A War Story,Documentary,1 hrs. 45 min.,"July 14, 2017",Unknown
